UUID,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,SUBTAGS,COMMENTS
f16113ae-bd8d-446a-a78c-5aa81dee3aff,Ἰκάριον,char-offset:4143,PLACE,http://pleiades.stoa.org/places/599668,Ikarion Mare,37.5,26.333333,water-open,VERIFIED,natural feature|water mass|sea,,
77fcec8e-fc8c-44fe-82ca-f5d653921634,Αἰγαῖον,char-offset:4169,PLACE,http://pleiades.stoa.org/places/560221,Aegaeum Mare,37.42245628773585,25.8829628235849,water-open,VERIFIED,natural feature|water mass|sea,,
d0316861-0439-448a-bb32-126ec5614fc0,"ὁ τῆς Εὐρώπης παράπλους ἀπὸ Τανάιδος ποταμοῦ
ἐκβολῶν ἕως Ἡρακλείων στηλῶν σταδίων μυριάδων ἓξ καὶ ˏθψθ",char-offset:4188,EVENT,,,,,,,extent,absolute,
969b95b1-67af-4cb1-ba81-c601c76eed6d,Εὐρώπης,char-offset:4194,PLACE,http://pleiades.stoa.org/places/536074,Europe,,,unlocated,VERIFIED,concept|continent,,
93065c52-bf8a-40a2-bf52-d19a094b74e0,Τανάιδος,char-offset:4216,PLACE,http://pleiades.stoa.org/places/59844,Iaxartes/Silis/Tanais fl.,45.7077742,63.5889496,river,VERIFIED,natural feature|water mass|river,,
03fa853e-d69b-454a-b011-a9318bdc01a0,Τανάιδος ποταμοῦ,char-offset:4216,PLACE,,,,,,UNVERIFIED,,,
d5338545-d194-4e5f-9c1f-0c6be87b0eab,Ἡρακλείων,char-offset:4245,PERSON,,,,,,,,,
6729505f-b2f4-4291-aba1-d78f306f93df,Ἡρακλείων στηλῶν,char-offset:4245,PLACE,http://pleiades.stoa.org/places/275614,Columnae Herculis,35.9358335,-5.384583,cape,VERIFIED,,,
1ebcd4bf-f93b-4dce-92d4-cc7535878db5,στηλῶν,char-offset:4255,PLACE,,,,,,UNVERIFIED,,,
ff3633b3-b68c-47da-9a1b-ea06b8b1a3b2,"τῆς δὲ Λιβύης ἀπὸ Τιγγὸς ἕως στόματος Κανωβικοῦ σταδίων μυριάδων
δύο καὶ ˏθσνβ",char-offset:4292,EVENT,,,,,,,extent,absolute,
a18feb4c-aeda-4b40-8718-bf1d9f994be2,Λιβύης,char-offset:4299,PLACE,http://pleiades.stoa.org/places/716588,Libya,31.5,26.5,region,VERIFIED,concept|continent,,
29616130-c4ac-4ab4-88ef-959b204844e1,Τιγγὸς,char-offset:4310,PLACE,http://pleiades.stoa.org/places/275736,"Tingi|Tingis/Tingi, Tanger",35.787168,-5.810419,"settlement,port",VERIFIED,settlement,,
836e2828-0e82-4f46-87e4-6abe656cec07,στόματος Κανωβικοῦ,char-offset:4321,PLACE,http://pleiades.stoa.org/places/727137,Kanobikon Stoma,19.211408766666665,30.567329633333333,river,VERIFIED,natural feature|water mass,,
c756ec29-358c-44b5-b7da-829c8643ff22,"τῆς δ’ Ἀσίας ἀπὸ Κανώβου ἕως Τανάιδος ποταμοῦ μετά
τῶν κόλπων ὁ παράπλους σταδίων μυριάδων δ καὶ ρια",char-offset:4372,EVENT,,,,,,,extent,absolute,"this kind of ""distance"" is actually an extent: when a distance is referred to a route, it is concrete measurement; where a distance is referred to a comprehensive measurement in a speculative context, where distances are just too long to be conceived for travel, it is in the domain of ""extent"". This speculative trait is demonstrated by the fact that different options for calculation are indicate: with or without gulfs."
e468da1b-f847-4dd9-99a8-abc96c374887,Ἀσίας,char-offset:4379,PLACE,http://pleiades.stoa.org/places/981509,Asia,37.5,27.5,province,VERIFIED,concept|continent,,
b39c5247-3e88-48e6-bb24-52a26c057b1d,Κανώβου,char-offset:4389,PLACE,http://pleiades.stoa.org/places/727097,"Canopus|Kanopos/Kanobos/Canopus, Abuqir",31.320896,30.063645,settlement,VERIFIED,settlement,,
04552740-7e7e-4f7e-94f2-11f428e3d0ef,Τανάιδος,char-offset:4401,PLACE,http://pleiades.stoa.org/places/59844,Iaxartes/Silis/Tanais fl.,45.7077742,63.5889496,river,VERIFIED,natural feature|water mass|river,,
96424374-84dd-4c46-98b7-75e5ac190c26,Τανάιδος ποταμοῦ,char-offset:4401,PLACE,,,,,,UNVERIFIED,,,
afd50d3d-34b1-4414-9bb0-c14840f5b348,τῶν κόλπων,char-offset:4423,PLACE,,,,,,UNVERIFIED,natural feature|water mass|gulf,,
bb44705d-ad23-4311-9106-9528886a55d7,"παράλιος
σῦν κόλποις τῆς καθ’ ἡμᾶς οἰκουμένης σταδίων μυριάδων ιγ καὶ, ˏθοβ",char-offset:4479,EVENT,,,,,,,extent,absolute,
db23f870-f177-49e2-8062-cc583dd9cdf4,κόλποις,char-offset:4492,PLACE,,,,,,UNVERIFIED,natural feature|water mass|gulf,,
29292a6c-833c-47df-b977-e73a65ccaa4a,οἰκουμένης,char-offset:4514,PLACE,,,,,,UNVERIFIED,concept,,
2ad800d4-8d3d-4ab4-9262-6cc45a2487ce,"τῆς Μαιώτιδος λίμνης, ἧς περίμετρος  σταδίων ˏθ",char-offset:4570,EVENT,,,,,,,extent,absolute,
b38528e0-cafb-4464-9549-4668d05d5d66,Μαιώτιδος λίμνης,char-offset:4574,PLACE,,,,,,UNVERIFIED,,,
3428c5a9-206b-47e1-be34-ef496c1b1c78,Μαιώτιδος,char-offset:4574,PLACE,http://pleiades.stoa.org/places/825318,Maeotis,45.814417000000006,35.862586,water-open,VERIFIED,natural feature|water mass|lake,,
a09fb0a0-431b-4693-9709-6956c836b8f2,τὸ δὲ στόμα ὁ Κιμμέριος Βόσπορος,char-offset:4619,PLACE,,,,,,UNVERIFIED,natural feature,,
8630c5eb-8909-48cf-84ea-60a2e5e45d7e,τὸ δὲ στόμα ὁ Κιμμέριος Βόσπορος σταδίων κ,char-offset:4619,EVENT,,,,,,,extent,absolute,"this case is more ambiguous, but I would classify it as an extent because it does not describe the specific route used to measure the distance given."
9a5e4525-a0b1-4a20-93d1-7991b4c569e5,Κιμμέριος Βόσπορος,char-offset:4633,PLACE,http://pleiades.stoa.org/places/854675,Cimmerius Bosp(h)orus,45.35,36.65,water-open,VERIFIED,natural feature,,
a857ce63-d0ba-4559-b039-d1543846b448,"ὁ δὲ Πόντος
σταδίων ˏγτν",char-offset:4666,EVENT,,,,,,,extent,absolute,see above on Kimmerios Bosporos
b3688da6-7238-4222-850b-92be9d1ece39,Πόντος,char-offset:4671,PLACE,http://pleiades.stoa.org/places/1224,Pontus Euxinus,43.0786852,34.7425505,water-open,VERIFIED,natural feature|water mass,,
2041d7fc-1c3f-4526-974b-6cead601e6c4,"ὁ δὲ Θράκιος Βόσπορος τὰ στενὰ ὅπῃ Δαρεῖος ἔζευξεν
ἐπὶ Σκύθας τὴν σχεδίαν σταδίων ἕξ",char-offset:4692,EVENT,,,,,,,extent,absolute,
f023b7e6-abde-411c-9e9c-4ddec8821a53,Θράκιος Βόσπορος,char-offset:4697,PLACE,http://pleiades.stoa.org/places/520977,Bosphorus,41.119444,29.075278,water-open,VERIFIED,natural feature,,
a5ea1662-8115-45d6-8649-a3567c60e8e3,τὰ στενὰ,char-offset:4714,PLACE,,,,,,NOT_IDENTIFIABLE,natural feature,,
9338fc63-80c7-4796-a2ee-714e3a01fcc1,Δαρεῖος,char-offset:4727,PERSON,,,,,,,,,
966a15da-2582-4cd2-9853-71ae4f188abd,Σκύθας,char-offset:4747,PLACE,http://pleiades.stoa.org/places/1273,Scythia,47.5,27.5,region,VERIFIED,ethnos,,
29fdb5f9-f237-4509-98d9-47ef7ccffc2e,"Ἡ δὲ Περσικὴ θάλασσα
κυκλοτερὴς οὖσα συνάγουσα τὸ στόμα ἄκρῳ Καρμανίας καὶ Ἀραβίας
περίμετρον ἔχει μυριάδων δύο σταδίων",char-offset:4780,EVENT,,,,,,,extent,absolute,
da72f19c-69cd-44bb-8e58-543f34391367,Περσικὴ,char-offset:4785,PLACE,http://pleiades.stoa.org/places/29713,Persicus Sinus/Erythr(ae)um Mare,27.0000001,50.9999999,water-open,VERIFIED,natural feature|water mass|sea,,
daff8891-a358-4109-a535-e73679ef64ab,Περσικὴ θάλασσα,char-offset:4785,PLACE,,,,,,UNVERIFIED,,,
1ba406ef-1731-44cc-ab61-5de10bd7b802,Καρμανίας,char-offset:4841,PLACE,http://pleiades.stoa.org/places/29517,Carmania,27.5,57.5,region,VERIFIED,region,,
ca3c6b6e-38d0-48a8-8a9f-a27db6648148,Ἀραβίας,char-offset:4855,PLACE,http://pleiades.stoa.org/places/981506,Arabia,27.5,32.5,province,VERIFIED,region,,
4b2ebc87-1d6d-48ae-82ef-c953ac5a8e5f,"ἔστι δὲ τὸ μεταξὺ στόμα
Ἀραβίας καὶ Καρμανίας σταδίων υ. 
",char-offset:4901,EVENT,,,,,,,extent,absolute,
4788da60-2580-49d0-8d5e-ad9560a08271,"τὸ μεταξὺ στόμα
Ἀραβίας καὶ Καρμανίας",char-offset:4909,PLACE,,,,,,UNVERIFIED,natural feature,,
59a62bd3-743f-4ba0-a204-5b7d30a713cc,τὸ μεταξὺ στόμα,char-offset:4909,EVENT,,,,,,,position,relative,
d5cb0ccf-19da-426e-bba4-06110194793a,Ἀραβίας,char-offset:4925,PLACE,http://pleiades.stoa.org/places/981506,Arabia,27.5,32.5,province,VERIFIED,region,,
f99e2979-5975-498f-8a6d-b77d14e87c59,Καρμανίας,char-offset:4937,PLACE,http://pleiades.stoa.org/places/29517,Carmania,27.5,57.5,region,VERIFIED,region,,
cdb7f510-447b-489f-9f51-736f08450c47,"Ἡ δὲ Ὑρκανία ἤτοι
Κασπία θάλασσα μηνοειδὴς οὖσα, κατὰ δέ τινας καὶ προμήκης, ἐστὶ
σταδίων δισμυρίων",char-offset:4960,EVENT,,,,,,,extent,absolute,
01a99705-632a-4c4f-a89f-393b8ea917ec,Ὑρκανία,char-offset:4965,PLACE,http://pleiades.stoa.org/places/884130,Caspium/Hyrcanium Mare,42.6759567125,49.98680535,"lake,water-open",VERIFIED,natural feature|water mass|sea,,
bcfb76ba-eefb-4a62-bbf3-56d49c9d8a30,"Ὑρκανία ἤτοι
Κασπία θάλασσα",char-offset:4965,PLACE,,,,,,UNVERIFIED,,,
9fa45f6a-8963-45f8-952b-40bc7d4fdc9a,Κασπία,char-offset:4978,PLACE,http://pleiades.stoa.org/places/884130,Caspium/Hyrcanium Mare,42.6759567125,49.98680535,"lake,water-open",VERIFIED,natural feature|water mass|sea,,
ae2fa63c-9715-466a-a293-b9c48dd5e76f,Κασπία θάλασσα,char-offset:4978,PLACE,,,,,,UNVERIFIED,,,
cf96e9a1-4b88-4f78-8f8f-4ec545e39754,"τοῦ δὲ στόματος ἔχει τὸ δίαρμα
σταδίους  ˏα.",char-offset:5061,EVENT,,,,,,,extent,absolute,
54701baf-3fb1-4c7b-ac96-200d76d929cb,"Ὁ δὲ Ἀράβιος κόλπος στενὸς ὢν καὶ προμήκης
ἄρχεται ἀπὸ Ἡρώων πολίτου μυχοῦ παρὰ τὴν Τρωγλοδυτικὴν ἕως τῆς
Πτολεμαΐδος τῆς ἐπὶ θήρας σταδίων ˏθ τὸ μῆκος",char-offset:5108,EVENT,,,,,,,extent,absolute,mixed type
8ca4b81c-0fd7-4527-83d9-4d1b2e711c48,Ἀράβιος κόλπος,char-offset:5113,PLACE,http://pleiades.stoa.org/places/39290,Arabicus Sinus/Erythr(ae)um/Rubrum Mare,19.0,39.5,water-open,VERIFIED,natural feature|water mass|gulf,,
c7cf1358-b147-4f16-a095-3a376b72a078,ἄρχεται ἀπὸ Ἡρώων πολίτου μυχοῦ,char-offset:5151,EVENT,,,,,,,extent,relative,
ee91445d-738a-49b0-8d6c-adba1db39186,Ἡρώων πολίτου,char-offset:5163,PLACE,http://pleiades.stoa.org/places/727124,"Heroonpolis|Patoumos/Pithom, Tell el-Maskhuta",30.55278,32.09944,settlement,VERIFIED,settlement,,
b20abb2f-a58c-4af0-902c-2d2f9d1b2967,Ἡρώων πολίτου μυχοῦ,char-offset:5163,PLACE,http://pleiades.stoa.org/places/746744,Heroopoliticus Sinus,28.166667,33.45,water-open,VERIFIED,natural feature|water mass|gulf,,
08286ae2-0d8e-4927-9645-4d41d796da3f,παρὰ τὴν Τρωγλοδυτικὴν,char-offset:5183,EVENT,,,,,,,position,relative,
989776db-20d6-40c7-afd3-237a5bcaff96,Τρωγλοδυτικὴν,char-offset:5192,PLACE,http://pleiades.stoa.org/places/39435,Trogodytice,17.5,37.5,region,VERIFIED,region,,
88df1269-49ca-4258-98d0-b94bf62bc330,"ἕως τῆς
Πτολεμαΐδος τῆς ἐπὶ θήρας",char-offset:5206,EVENT,,,,,,,extent,relative,
f46b62e5-922e-45f9-87ff-1d3dd3e29cd6,Πτολεμαΐδος τῆς ἐπὶ θήρας,char-offset:5214,PLACE,http://pleiades.stoa.org/places/39409,"Ptolemais Theron|Ptolemais Theron, Trinkatat",18.222236,38.184316,"settlement,port",VERIFIED,settlement,,
426de158-b670-4fb4-83e9-68f3c5cae34d,"τὰ δὲ  κατὰ
Δειρὴν στενὰ",char-offset:5261,PLACE,,,,,,UNVERIFIED,natural feature,,
79182d0f-07d1-4a9a-9ea8-750192a3ce3b,"τὰ δὲ  κατὰ
Δειρὴν στενὰ σταδίων ξ",char-offset:5261,EVENT,,,,,,,distance,absolute,
ffdab691-e93c-4861-ba3a-15ad5ef9e80b,Δειρὴν,char-offset:5273,PLACE,http://pleiades.stoa.org/places/39335,"Deire|Deire, Ras Siyan",12.469263,43.322268,"settlement,cape",VERIFIED,settlement,,
db4c1f06-ff51-47d2-8ef4-77ffc08332ec,ἔνθεν ἑξῆς πλοῦς σταδίων ˏϛφ,char-offset:5297,EVENT,,,,,,,distance,absolute,
d2ebb03c-09ae-4129-9ebe-8175125b43aa,"τὸ δὲ λοιπὸν
οὐ πλεῖται παρὰ τὴν Ἐρυθρὰν θάλασσαν ἕως ὠκεανοῦ σταδίων ˏε",char-offset:5327,EVENT,,,,,,,distance,absolute,distance given with direction
21fdb61b-83de-4834-9fc4-f36ddcc37787,παρὰ τὴν Ἐρυθρὰν θάλασσαν,char-offset:5351,EVENT,,,,,,,distance,relative,
31cd6d22-09a2-443c-a9b3-fa2e6d82922a,Ἐρυθρὰν,char-offset:5360,PLACE,http://pleiades.stoa.org/places/39290,Arabicus Sinus/Erythr(ae)um/Rubrum Mare,19.0,39.5,water-open,VERIFIED,natural feature|water mass|sea,,
fd8aa011-9c22-44de-b20f-279d582aebdb,Ἐρυθρὰν θάλασσαν,char-offset:5360,PLACE,,,,,,UNVERIFIED,,,Place category referred to the following ethnics.
d76ecad2-714c-4422-8e40-571195d07517,ὠκεανοῦ,char-offset:5381,PLACE,,,,,,UNVERIFIED,concept|natural feature|water mass|ocean,,
5ad29b5a-9df1-4a0f-be08-cc7bb43e9833,"τὸ
δὲ παρὰ τὴν Ἀραβίαν πλευρὰν ἀπὸ Αἰλανίτου μυχοῦ  σταδίων μυρίων
ˏδ",char-offset:5401,EVENT,,,,,,,distance,absolute,
6c96cc06-97ce-440b-8b4b-55a58796cda1,παρὰ τὴν Ἀραβίαν πλευρὰν,char-offset:5407,EVENT,,,,,,,direction,relative,
621b9016-295b-4a38-b6a7-837b2865c04a,τὴν Ἀραβίαν πλευρὰν,char-offset:5412,PLACE,,,,,,UNVERIFIED,natural feature,,
74ca4b19-88d2-477b-9e9b-a3f3e6f3de43,Ἀραβίαν,char-offset:5416,PLACE,http://pleiades.stoa.org/places/746711,Arabia Petraia,30.328611,35.441944,province,VERIFIED,region,,
5cc949f7-fb78-4c0a-8304-969d2146af88,Αἰλανίτου μυχοῦ,char-offset:5436,PLACE,http://pleiades.stoa.org/places/746701,Aelaniticus Sinus,26.123397249999996,35.938032416666665,water-open,VERIFIED,natural feature|water mass|gulf,,
05b76b6c-e112-464a-a4ab-fe0b1c4cd27d,αὐτὴ δὲ ἡ Ἀραβία εἰς τὴν Ἐρυθρὰν καθήκει,char-offset:5472,EVENT,,,,,,,extent ,relative,
c612d42c-5431-4ca6-aca9-849eb282c341,Ἀραβία,char-offset:5482,PLACE,http://pleiades.stoa.org/places/746711,Arabia Petraia,30.328611,35.441944,province,VERIFIED,region,,
bedb85ef-e63d-499b-be9e-8d99871636ab,Ἐρυθρὰν,char-offset:5497,PLACE,http://pleiades.stoa.org/places/39290,Arabicus Sinus/Erythr(ae)um/Rubrum Mare,19.0,39.5,water-open,VERIFIED,natural feature|water mass|sea,,
74eefa3a-573b-45f1-80bc-f9c346d1591c,"μεμήκυται ἐπὶ
σταδίων μυρίων δισχιλίων",char-offset:5517,EVENT,,,,,,,extent,absolute,
74941344-497d-4769-b21f-237fe181e866,"Μῆκος δὲ τῆς οἰκουμένης ἀπὸ Γάγγου εἰς τὰ Γάδειρα σταδίων
 μυριάδων ϛ καὶ ˏηφμε",char-offset:5559,EVENT,,,,,,,extent,absolute,
34069905-1649-410e-a79a-65020463270a,οἰκουμένης,char-offset:5572,PLACE,,,,,,UNVERIFIED,concept,,
aea30e3a-316a-4959-97a8-a9c6f93a36f9,Γάγγου,char-offset:5587,PLACE,http://pleiades.stoa.org/places/59822,Ganges fl.,25.621435,86.51155633333333,river,VERIFIED,natural feature|water mass|river,,
bbd7eccd-6015-43e1-adc6-82faf35af6f2,Γάδειρα,char-offset:5601,PLACE,http://pleiades.stoa.org/places/256177,"Gadeira/Gades/Col. Augusta Gaditana|Gades/Gadeira/Col. Augusta Gaditana, Cádiz",36.528381,-6.294444,"arch,theatre,townhouse,settlement",VERIFIED,settlement,,
5ba8b7e5-84d2-4e2d-a7e0-67c360992177,"ἀπὸ μὲν Γάγγου ποταμοῦ ἕως
Μυριάνδρου τῆς ἐν Ἰσσικῷ κόλπῳ σταδίων μυριάδων τεσσάρων καὶ
v χιλίων ψκε",char-offset:5646,EVENT,,,,,,,extent,absolute,
2d1ba574-c3af-48cd-8f3e-da6f7cae32e4,Γάγγου,char-offset:5654,PLACE,http://pleiades.stoa.org/places/59822,Ganges fl.,25.621435,86.51155633333333,river,VERIFIED,natural feature|water mass|river,,
8d26081c-291d-434b-b143-99290f34cbe9,Γάγγου ποταμοῦ,char-offset:5654,PLACE,,,,,,UNVERIFIED,,,
13130758-9e6f-476b-ac1b-59aeb4a930d1,Μυριάνδρου τῆς ἐν Ἰσσικῷ κόλπῳ,char-offset:5673,EVENT,,,,,,,position,relative,
8e6794e5-53a5-4b93-bb42-3cc728bdc9be,Μυριάνδρου,char-offset:5673,PLACE,http://pleiades.stoa.org/places/658541,"Myriand(r)os|Myriandros/Myriandos, Ada Tepe",36.4941667,36.02416670000002,"settlement,port",VERIFIED,settlement,,
14374109-0f0e-468a-929c-c49d920ea1f5,Μυριάνδρου τῆς ἐν Ἰσσικῷ κόλπῳ,char-offset:5673,PLACE,,,,,,UNVERIFIED,,,
c7355d29-571f-4b76-8b2a-3618c21829c4,Ἰσσικῷ κόλπῳ,char-offset:5691,PLACE,http://pleiades.stoa.org/places/658489,Issicus Sinus,36.579722,35.83,water-open,VERIFIED,natural feature|water mass|gulf,,
58707af1-5c3b-4534-8495-cbef042faca6,"ἀπὸ Γάγγου  ἐπὶ ἐκβολὰς Ἰνδοῦ ποταμοῦ σταδίων
μυρίων ˏϛ",char-offset:5754,EVENT,,,,,,,distance,absolute,
09f3214f-e8d7-4fdc-b5da-f9067a59c3cc,Γάγγου,char-offset:5758,PLACE,http://pleiades.stoa.org/places/59822,Ganges fl.,25.621435,86.51155633333333,river,VERIFIED,natural feature|water mass|river,,
800bb3bb-de06-4b9b-9a9c-2e1055658c07,ἐκβολὰς Ἰνδοῦ ποταμοῦ,char-offset:5770,PLACE,,,,,,UNVERIFIED,natural feature,,
eaab7c01-634d-4145-9b2e-5ef8f72cd644,Ἰνδοῦ ποταμοῦ,char-offset:5778,PLACE,,,,,,UNVERIFIED,,,
e0e45a3f-be38-4e46-8fbf-578c7fe7404b,Ἰνδοῦ,char-offset:5778,PLACE,http://pleiades.stoa.org/places/59851,Indus/Sinthos/Phison (river),29.0592303,70.12808435,river,VERIFIED,natural feature|water mass|river,,
00d5893c-ba5a-4f68-8d3d-51e6adbf3da5,"ἀπὸ Ἰνδοῦ ἕως Κασπίων πυλῶν μυρίων πεντακισχιλίων
τριακοσίων",char-offset:5811,EVENT,,,,,,,distance ,absolute,
68948f6e-8972-4c5b-b700-0b0bcd320fee,Ἰνδοῦ,char-offset:5815,PLACE,http://pleiades.stoa.org/places/59851,Indus/Sinthos/Phison (river),29.0592303,70.12808435,river,VERIFIED,natural feature|water mass|river,,
e6dd4618-beea-49ff-a273-29c3b3fb72de,Κασπίων πυλῶν,char-offset:5825,PLACE,http://pleiades.stoa.org/places/863824,"Kaspiai Pylai/Caucasiae Portae|Kaspiai Pylai/Caucasiae Portae, Barrington Atlas grid 88 C2",42.388983,46.4302425,pass,VERIFIED,natural feature,,
5d886481-9027-4e6c-a2c4-26a5364dcd9f,ἐπὶ τὸν Εὐφράτην σταδίων μυρίων ν,char-offset:5873,EVENT,,,,,,,distance ,absolute,
e3e68460-4403-47b1-8b4d-888964332bb0,Εὐφράτην,char-offset:5881,PLACE,http://pleiades.stoa.org/places/912849,Euphrates,33.82173363333333,42.27809201666667,river,VERIFIED,natural feature|water mass|river,,
f5449fb4-6a2f-4d26-bf7a-ce0e9ae027ff,"εἰς Μυρίανδρον
σταδίων τοε",char-offset:5909,EVENT,,,,,,,distance ,absolute,
3c154cca-4f6f-4038-85d9-b9d750d361ec,Μυρίανδρον,char-offset:5913,PLACE,http://pleiades.stoa.org/places/658541,"Myriand(r)os|Myriandros/Myriandos, Ada Tepe",36.4941667,36.02416670000002,"settlement,port",VERIFIED,settlement,,
052a36fa-e9e3-448d-beb9-4be58c4e330f,"ἀπὸ δὲ Μυριάνδρου ἐπὶ Γάδειρα σταδίων δισμυρίων
ˏϛωκ",char-offset:5939,EVENT,,,,,,,extent,absolute,
29343ca8-2e8b-4d78-bb3a-1ed2dbe5e54c,Μυριάνδρου,char-offset:5946,PLACE,http://pleiades.stoa.org/places/658541,"Myriand(r)os|Myriandros/Myriandos, Ada Tepe",36.4941667,36.02416670000002,"settlement,port",VERIFIED,settlement,,
7bb5a92a-84e0-4976-83a3-a8766623ab8c,Γάδειρα,char-offset:5961,PLACE,http://pleiades.stoa.org/places/256177,"Gadeira/Gades/Col. Augusta Gaditana|Gades/Gadeira/Col. Augusta Gaditana, Cádiz",36.528381,-6.294444,"arch,theatre,townhouse,settlement",VERIFIED,settlement,,
8ba61b30-6b3e-491d-9678-f2c6a5f64c3e,"ἀπὸ Μυριάνδρου ἐπὶ Κλεῖδας Κύπρου σταδίων  χιλίων
τετρακοσίων",char-offset:5999,EVENT,,,,,,,distance ,absolute,
a339c81e-3794-4075-a7da-262878ee079e,Μυριάνδρου,char-offset:6003,PLACE,http://pleiades.stoa.org/places/658541,"Myriand(r)os|Myriandros/Myriandos, Ada Tepe",36.4941667,36.02416670000002,"settlement,port",VERIFIED,settlement,,
a46d7c95-8a6a-42f9-96a2-1ab3247392f0,Κλεῖδας Κύπρου,char-offset:6018,PLACE,http://pleiades.stoa.org/places/707537,"Kleides Pr.|Kleides Pr./Dinaretum Pr./Oura Boos Pr., Cape Apostolos Andreas",35.69504,34.58756,cape,VERIFIED,natural feature|promontory,,
d5bc919d-5b4e-43bd-a83e-592151d42eff,Κύπρου,char-offset:6026,PLACE,http://pleiades.stoa.org/places/707498,Cyprus (island),35.04136726070336,33.27561106024465,island,VERIFIED,natural feature|island,,
a563e2fa-7677-493b-8d35-e82a53f530b8,ἐπὶ Ἀκάμαντα τὸ ἀκρωτήριον στάδιοι ˏατ,char-offset:6062,EVENT,,,,,,,distance ,absolute,
6bd84e0b-7659-4110-adfb-df69844ca8d3,Ἀκάμαντα τὸ ἀκρωτήριον,char-offset:6066,PLACE,,,,,,UNVERIFIED,,,
a7ebf2fa-6217-4fe8-8f2a-671ceabe23f7,Ἀκάμαντα,char-offset:6066,PLACE,http://pleiades.stoa.org/places/707455,"Akamas Pr.|Akamas Pr., Cape Arnaoutis",35.103333,32.2875,cape,VERIFIED,natural feature|promontory,,
10ff9b31-3f68-4998-912e-05ac1408d466,"ἐπὶ δὲ
Χελιδονίας διὰ Παμφυλίου πελάγους στάδια ˏα↑",char-offset:6102,EVENT,,,,,,,distance ,absolute,
d5285150-6c7a-45f0-a7f4-433290ae1c97,Χελιδονίας,char-offset:6109,PLACE,http://pleiades.stoa.org/places/638799,"Chelidoniae (islands)|Chelidoniae Inss., Beş Adalar",36.19053,30.40531,archipelago,VERIFIED,natural feature|island,,
a3fd539e-a1df-4e63-9fa7-1b36c76bf914,διὰ Παμφυλίου πελάγους,char-offset:6120,EVENT,,,,,,,direction,relative,
1ca47d26-a8e5-4c08-a1d5-e315aeb8cc47,Παμφυλίου,char-offset:6124,PLACE,http://pleiades.stoa.org/places/639035,Pamphylium Mare,36.5345001,30.66370135,water-open,VERIFIED,natural feature|water mass|sea,,
0c5a2ec7-5cb1-4d43-9b09-3a4a86028eb8,Παμφυλίου πελάγους,char-offset:6124,PLACE,,,,,,UNVERIFIED,,,
e7a91f76-b771-4d12-8bf4-930b17116c07,"εἰς Πάταρα στάδια
ω",char-offset:6155,EVENT,,,,,,,distance ,absolute,
83c92031-9b43-4063-b589-2037e582f8cb,Πάταρα,char-offset:6159,PLACE,http://pleiades.stoa.org/places/639042,"Patara/Arsinoe|Patara/Arsinoe, Gelemiş",36.26018,29.314279,"architecturalcomplex,port,city-gate,aqueduct,settlement",VERIFIED,settlement,,
ed8bcc42-524a-4a3b-a76a-c5a5affdae9a,εἰς ῾Ρόδον στάδια ψ,char-offset:6177,EVENT,,,,,,,distance ,absolute,
59003cbf-c72d-4414-9785-b7f3b9b7e2c5,Ρόδον,char-offset:6182,PLACE,http://pleiades.stoa.org/places/590031,"Rhodos (island)|Rhodos Ins., Rhodos",36.195597,27.964125,island,VERIFIED,natural feature|island,,
85d19a7e-7f55-45b9-a021-7af0f40328f0,"εἰς Ἀστυπάλαιαν διὰ Καρπαθίου στάδια
ρμ",char-offset:6198,EVENT,,,,,,,distance ,absolute,
6c4ea34b-76e2-4e14-a5ed-6005d3f0f595,Ἀστυπάλαιαν,char-offset:6202,PLACE,http://pleiades.stoa.org/places/599535,"Astypalaia|Astypalaia, Astypalaia",36.547366,26.35142,settlement,VERIFIED,settlement,,
8781424b-dc67-4189-aa8d-f10a92ea1d55,διὰ Καρπαθίου,char-offset:6214,EVENT,,,,,,,direction,relative,
7161cb9f-b47a-4244-a56c-3ed8e87d80ee,Καρπαθίου,char-offset:6218,PLACE,http://pleiades.stoa.org/places/599691,Karpathion Mare,36.688179500000004,27.372838499999997,water-open,VERIFIED,natural feature|water mass|sea,,
37cdad59-e0e4-44b8-8c0d-bbd591b847b7,ἐπὶ Ταίναρον στάδια ˏα↑ν,char-offset:6239,EVENT,,,,,,,distance ,absolute,
0b844aab-384f-4330-97f0-99563fde923f,Ταίναρον,char-offset:6243,PLACE,http://pleiades.stoa.org/places/570703,"Tainaron Pr.|Tainaron Pr., Akr. Tainaron",36.3856534,22.4831905,cape,VERIFIED,natural feature|promontory,,
a894e15f-b755-4fde-bfad-5c69281e985b,ἐπὶ Πάχυνον Σικελίας στάδια ˏδ,char-offset:6265,EVENT,,,,,,,distance ,absolute,
c123ca86-b576-445a-9529-89db9628b3f8,Πάχυνον,char-offset:6269,PLACE,http://pleiades.stoa.org/places/462405,"Pachynum Pr.|Pachynum Pr., Capo Passero",36.68882,15.15171,cape,VERIFIED,natural feature|promontory,,
c169907a-3eb7-4a75-8715-a6361655c270,Πάχυνον Σικελίας,char-offset:6269,PLACE,,,,,,UNVERIFIED,,,
