UUID,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,SUBTAGS,COMMENTS
48807024-cdb1-471c-8d8d-f6468fef8ffe,Σικελίας,char-offset:1804,PLACE,http://pleiades.stoa.org/places/981549,Sicilia (Roman province),37.751645425,14.6747958,province,VERIFIED,natural feature|island,,
64593148-a497-4199-8e5e-fb275910f20a,Πελοποννήσου,char-offset:1813,PLACE,http://pleiades.stoa.org/places/570577,Peloponnesus/Peloponnesos/Peloponnese,37.25289777692308,22.312752688461543,"peninsula,region",VERIFIED,natural feature,,
8fdb4cde-2073-4b3e-b725-8c4424052d73,Ἰωνίας,char-offset:1826,PLACE,http://pleiades.stoa.org/places/550597,Ionia (region),38.258572855555556,27.36601213333333,region,VERIFIED,region,,
82792781-c71f-46c3-879f-0387a6e30c4e,Καρίας,char-offset:1833,PLACE,http://pleiades.stoa.org/places/1001916,Karia,37.5,27.5,province,VERIFIED,region,,
3919d5dd-471f-4be4-9ae3-51128b4859a3,Λυκίας,char-offset:1840,PLACE,http://pleiades.stoa.org/places/638965,Lycia,36.513688333333334,29.129618500000003,region,VERIFIED,region,,
e445913b-2990-40af-b298-fedd51043eba,Παμφυλίας,char-offset:1847,PLACE,http://pleiades.stoa.org/places/639034,Pamphylia,36.990721,30.98638,region,VERIFIED,region,,
95b4f238-543e-4ff7-beb1-01b20eea9c76,Κιλικίας,char-offset:1857,PLACE,http://pleiades.stoa.org/places/658440,Cilicia,36.25,33.25,region,VERIFIED,region,,
72f00040-28e6-4414-b894-a5b805a8ddb3,Ταύρου,char-offset:1870,PLACE,http://pleiades.stoa.org/places/648792,"Taurus M.|Taurus Mons, Demirkazık Dağı, Toros Dağları",37.83546,35.14519,"settlement,mountain",VERIFIED,natural feature|mountain,,
a3b949f6-3d2f-4460-a393-e69f77a54ed3,Ἰμάου ὄρους,char-offset:1886,PLACE,,,,,,UNVERIFIED,,,
96e1f446-85f7-4d52-9221-467cdd369b24,Ἰμάου,char-offset:1886,PLACE,http://pleiades.stoa.org/places/59834,Hemodos/Imaus/Caucasus M.,32.5,77.5,mountain,VERIFIED,natural feature|mountain,,
bea9baec-9932-49d8-8922-5cb08baa3b91,Τιμοσθένης,char-offset:2414,PERSON,,,,,,,,,
183095ef-c66c-4b49-9c77-517a70fdb559,ἔθνη,char-offset:2699,PLACE,,,,,,UNVERIFIED,concept|ethnos,,Place category referred to the following ethnics.
36dbe587-1c12-4fc0-a225-3b9c1902e419,κατ’ ἀπηλιώτην Βακτριανούς,char-offset:2724,EVENT,,,,,,,position,absolute,
fe545ca5-0e8d-4c5b-bb05-3203d4da94d4,Βακτριανούς,char-offset:2739,PLACE,http://pleiades.stoa.org/places/971705,Bactria,37.5,67.5,region,VERIFIED,ethnos,,
a9fb87c4-48c4-427c-8912-dd2eb14c7561,κατ’ εὖρον Ἰνδούς,char-offset:2752,EVENT,,,,,,,position,absolute,
ec65ac57-885a-4692-bde2-c3541d066bce,Ἰνδούς,char-offset:2763,PLACE,http://pleiades.stoa.org/places/59849,Indoi,27.5,67.5,people,VERIFIED,ethnos,,
b34553f3-335c-43a6-9499-ec88e41fd38d,"κατὰ φοίνικα
Ἐρυθρὰν θάλασσαν καὶ Αἰθιοπίαν",char-offset:2771,EVENT,,,,,,,position,absolute,
d7ff74bd-ef7f-4899-94e4-997e144bec17,Ἐρυθρὰν,char-offset:2784,PLACE,http://pleiades.stoa.org/places/39290,Arabicus Sinus/Erythr(ae)um/Rubrum Mare,19.0,39.5,water-open,VERIFIED,natural feature|water mass|sea,,
09395a99-8ea6-4eee-8c31-9ea6f113c34a,Ἐρυθρὰν θάλασσαν,char-offset:2784,PLACE,,,,,,UNVERIFIED,,,
780ceb41-5ffe-4e92-8ef4-73ac465aab60,Αἰθιοπίαν,char-offset:2805,PLACE,http://pleiades.stoa.org/places/39274,Aethiopia,14.125005,38.721522,unknown,VERIFIED,region,,
0247173f-0606-41ec-a308-c6dba5994943,"κατὰ νότον τὴν ὑπὲρ Αἴγυπτον
Αἰθιοπίαν",char-offset:2816,EVENT,,,,,,,position,absolute,
23fa857b-52a7-4d21-8b55-162d1195a2c6,"τὴν ὑπὲρ Αἴγυπτον
Αἰθιοπίαν",char-offset:2827,PLACE,http://pleiades.stoa.org/places/39274,Aethiopia,14.125005,38.721522,unknown,VERIFIED,region,,
c4445d5c-ffeb-448f-8e32-02c2192d71ee,"τὴν ὑπὲρ Αἴγυπτον
Αἰθιοπίαν",char-offset:2827,EVENT,,,,,,,position,relative,
e4a2f73c-1e22-432f-96c6-4dba39a6b48b,Αἴγυπτον,char-offset:2836,PLACE,http://pleiades.stoa.org/places/981503,Aegyptus,27.5,27.5,province,VERIFIED,region,,
27d27745-016b-426d-b32c-e6042f0a16d7,Αἰθιοπίαν,char-offset:2845,PLACE,,,,,,UNVERIFIED,,,
98360217-b8ca-40d0-b60b-472fd3b50b77,κατὰ λευκόνοτον τοὺς ὑπὲρ Σύρτεις Γαράμαντας,char-offset:2856,EVENT,,,,,,,position,absolute,
e8824424-8b07-4443-a49f-0f8bc6816cbc,τοὺς ὑπὲρ Σύρτεις Γαράμαντας,char-offset:2872,PLACE,http://pleiades.stoa.org/places/354116,Garamantes,27.5,13.5,people,VERIFIED,ethnos,,
3b881e2b-d8b3-492a-8f53-5ed8d22cc120,τοὺς ὑπὲρ Σύρτεις Γαράμαντας,char-offset:2872,EVENT,,,,,,,position,relative,
95097f5d-cdf6-4a3c-bb41-152f6ac79732,Σύρτεις,char-offset:2882,PLACE,http://pleiades.stoa.org/places/344492,Syrtis Minor,34.0,10.416667,water-open,VERIFIED,natural feature|island,,
b0c376a8-a011-4f40-8e15-a72a28442ea8,"κατὰ
λίβα Αἰθίοπας",char-offset:2902,EVENT,,,,,,,position,absolute,
27339664-b9e1-42a4-b41c-6744bbb72952,Αἰθίοπας δυσμικοὺς ὑπὲρ Μαύρους,char-offset:2912,EVENT,,,,,,,position,relative,
2b18f9c9-d90e-4881-8e42-773e645cb6aa,Αἰθίοπας δυσμικοὺς ὑπὲρ Μαύρου,char-offset:2912,PLACE,http://pleiades.stoa.org/places/334481,Aethiopia,32.5,3.5,region,VERIFIED,ethnos,,
cd95a557-ebfd-4502-9185-8f293b1fc590,Μαύρους,char-offset:2936,PLACE,http://pleiades.stoa.org/places/981533,Mauretania Tingitana (Roman province),33.952871200000004,-3.5569907,province,VERIFIED,ethnos,,
99a82e0a-9d9c-4a7c-a88c-34cb8a462e1e,"κατὰ ζέφυρον Στήλας
καὶ ἀρχὰς Λιβύης καὶ Εὐρώπης",char-offset:2945,EVENT,,,,,,,position,absolute,
0229dde0-acf2-460b-a654-5c9c08afeba4,Στήλας,char-offset:2958,PLACE,http://pleiades.stoa.org/places/275614,Columnae Herculis,35.9358335,-5.384583,cape,VERIFIED,,,
4d1fba96-a94b-41a8-95cd-95e13c448bbd,ἀρχὰς Λιβύης,char-offset:2969,PLACE,,,,,,UNVERIFIED,,,position.
5d19ecc2-278c-42f2-a3f0-c0dc268d10a8,Λιβύης,char-offset:2975,PLACE,http://pleiades.stoa.org/places/716588,Libya,31.5,26.5,region,VERIFIED,concept|continent,,
67247534-46f8-49cc-b636-21f5b98252ce,Εὐρώπης,char-offset:2986,PLACE,http://pleiades.stoa.org/places/536074,Europe,,,unlocated,VERIFIED,concept|continent,,
f7c3030d-9420-47e2-9dea-c1731d0b7105,"κατὰ ἀργέστην Ἰβηρίαν τὴν νῦν
Ἱσπανίαν",char-offset:2995,EVENT,,,,,,,position,absolute,
0c57f07b-8a86-40df-9cb3-a39e6d109907,"Ἰβηρίαν τὴν νῦν
Ἱσπανίαν",char-offset:3009,PLACE,,,,,,UNVERIFIED,,,
7d5bc2e9-00a2-4f87-9c1a-124a2cf59dc1,Ἰβηρίαν,char-offset:3009,PLACE,http://pleiades.stoa.org/places/1027,Hispania,42.5,-7.5,province,VERIFIED,region,,
ff9ebbf2-0457-49d7-a496-3a93e3fbec88,Ἱσπανίαν,char-offset:3025,PLACE,http://pleiades.stoa.org/places/1027,Hispania,42.5,-7.5,province,VERIFIED,region,,
031c8ccd-7e12-47c4-b700-7ad9afb9f040,κατὰ θρασκίαν Κελτοὺς καὶ τὰ ὅμορα,char-offset:3035,EVENT,,,,,,,position,absolute,
7aa96ee2-f9c9-4705-b1df-1af30a9ac22f,Κελτοὺς,char-offset:3049,PLACE,http://pleiades.stoa.org/places/993,Gallia,44.730982100000006,3.5988981583333333,region,VERIFIED,ethnos,,
d3ab9418-3f58-49d0-bfa4-a8cab9eafd01,τὰ ὅμορα,char-offset:3061,PLACE,,,,,,UNVERIFIED,,,
d3d2957e-5594-4114-984b-b40df09835d7,κατὰ ἀπαρκτίαν τοὺς ὑπὲρ Θράκην Σκύθας,char-offset:3071,EVENT,,,,,,,position,absolute,
128dde01-d062-4662-93e6-83753ec51d64,τοὺς ὑπὲρ Θράκην Σκύθας,char-offset:3086,PLACE,http://pleiades.stoa.org/places/1273,Scythia,47.5,27.5,region,VERIFIED,ethnos,,
2efa2557-29fd-46c9-9bd9-2d5d63fa4f78,τοὺς ὑπὲρ Θράκην Σκύθας,char-offset:3086,EVENT,,,,,,,position,relative,
ace19ea1-c59d-4e78-834f-fc99b4eec7f1,Θράκην,char-offset:3096,PLACE,http://pleiades.stoa.org/places/992078,Thracia,42.5,22.5,province,VERIFIED,region,,
0620530a-7182-47ef-95c6-4e93f594aee8,"κατὰ βορρᾶν Πόντον Μαιῶτιν
Σαρμάτας",char-offset:3111,EVENT,,,,,,,position,absolute,
6ae510ab-a637-4bf9-88ec-ead37b60f199,Πόντον,char-offset:3123,PLACE,http://pleiades.stoa.org/places/1224,Pontus Euxinus,43.0786852,34.7425505,water-open,VERIFIED,natural feature|water mass,,#documentation: pontus euxinus here is not explicitly indicated as sea.
77163c2a-498c-49f3-8dc5-22e4b244fd60,Μαιῶτιν,char-offset:3130,PLACE,http://pleiades.stoa.org/places/825318,Maeotis,45.814417000000006,35.862586,water-open,VERIFIED,natural feature|water mass|lake,,
5889f594-cd16-4a95-86ed-58592bfcf0d5,Σαρμάτας,char-offset:3138,PLACE,http://pleiades.stoa.org/places/825371,Sarmatia,45.5,39.5,unknown,VERIFIED,ethnos,,
c0eeed2d-dc37-484f-8e78-b7ec1f7bd285,κατὰ καικίαν Κασπίαν θάλασσαν καὶ Σάκας,char-offset:3148,EVENT,,,,,,,position,absolute,
3bb789c5-1729-4c02-8a51-b667eb209211,Κασπίαν θάλασσαν,char-offset:3161,PLACE,,,,,,UNVERIFIED,,,
e6709367-675d-4881-aae3-6995577e6f54,Κασπίαν,char-offset:3161,PLACE,http://pleiades.stoa.org/places/884130,Caspium/Hyrcanium Mare,42.6759567125,49.98680535,"lake,water-open",VERIFIED,natural feature|water mass|sea,,
f201013f-cf2a-46c3-9e32-7806784b3408,Σάκας,char-offset:3182,PLACE,http://pleiades.stoa.org/places/60021,Sacae,37.5,72.5,people,VERIFIED,ethnos,,
7d829d3e-fb16-4c8c-9d4a-f3096e1415d3,ἔστι δὲ ἡ μεγάλη Σύρτις σταδίων ˏε,char-offset:3192,EVENT,,,,,,,extent,absolute,
3a04631b-549a-434a-b925-90aa62bcd1a2,ἡ μεγάλη Σύρτις,char-offset:3200,PLACE,http://pleiades.stoa.org/places/344491,Syrtis Maior,31.5,18.0,water-open,VERIFIED,natural feature|island,,
aac1b746-d94b-41d3-880b-ca0d4d7b215a,ἡ δὲ μικρὰ σταδίων ˏαχ,char-offset:3228,EVENT,,,,,,,extent,absolute,
1a738389-c48f-4231-8e01-50cab2212eb4,ἡ δὲ μικρὰ,char-offset:3228,PLACE,http://pleiades.stoa.org/places/344492,Syrtis Minor,34.0,10.416667,water-open,VERIFIED,natural feature|island,,
13af2113-561f-42af-8fa5-552988ca1866,"τὸ δὲ
στόμα τοῦ Ἀδρίου ὃ καλοῦσί τινες Ἰόνιον πέλαγος ἔχει διάπλουν
σταδίων ψ ἀπὸ ἄκρας Ἰαπυγίας ἐπὶ Κεραύνια ὄρη τῆς Ἠπείρου",char-offset:3252,EVENT,,,,,,,distance,absolute,
adbc1be4-c1fe-4166-89ff-c24399c82f3e,στόμα τοῦ Ἀδρίου,char-offset:3258,PLACE,,,,,,UNVERIFIED,,,
69ed90a3-0e85-4c1f-8817-271f5c1f93b2,Ἀδρίου,char-offset:3268,PLACE,http://pleiades.stoa.org/places/1004,(H)Adriaticum/Superum Mare,42.7752864,15.885196,water-open,VERIFIED,natural feature|water mass|sea,,
14415346-c15d-4bfd-b005-21fa495dbf65,Ἰόνιον,char-offset:3291,PLACE,http://pleiades.stoa.org/places/1004,(H)Adriaticum/Superum Mare,42.7752864,15.885196,water-open,VERIFIED,natural feature|water mass|sea,,#documentation: pelagos refers to the category of sea
70a37fad-4baf-4d1e-b5ef-e5bef9431cac,Ἰόνιον πέλαγος,char-offset:3291,PLACE,,,,,,UNVERIFIED,,,
4a9072cc-8a97-463a-9949-1480e06a1d8e,ἄκρας Ἰαπυγίας,char-offset:3334,PLACE,http://pleiades.stoa.org/places/442763,"Sallentinum/Iapygia|Sallentinum Pr./Iapygia Pr., Capo Santa Maria di Leuca",39.796261,18.368275,cape,VERIFIED,natural feature|promontory,,
4a9c7beb-fcc5-4531-942b-dce55ba5f16e,Κεραύνια,char-offset:3353,PLACE,http://pleiades.stoa.org/places/481785,"Ceraunii M.|Ceraunii M., Ceraunian Mountains",40.198056,19.638889,mountain,VERIFIED,natural feature|mountain,,
cbe8c644-08a3-4484-9c14-716a3996eebe,Κεραύνια ὄρη τῆς Ἠπείρου,char-offset:3353,PLACE,,,,,,UNVERIFIED,,,
f026e216-ceee-44ca-8d3f-d17b1ffa737d,Κεραύνια ὄρη,char-offset:3353,PLACE,,,,,,UNVERIFIED,,,
fbf72192-1976-4245-a05c-a5fe9e951eec,Ἠπείρου,char-offset:3370,PLACE,http://pleiades.stoa.org/places/530871,Epirus,39.577073022222216,20.590387322222224,region,VERIFIED,region,,
d758478c-7fe6-48cd-9205-088198b1a6bd,διαδέχεται τὸ Αἰγαῖον πέλαγος Ἑλλήσποντος,char-offset:3381,EVENT,,,,,,,extent,relative,
bec18a2a-2216-4722-b2fd-9992cd50b98f,Αἰγαῖον,char-offset:3395,PLACE,http://pleiades.stoa.org/places/560221,Aegaeum Mare,37.42245628773585,25.8829628235849,water-open,VERIFIED,natural feature|water mass|sea,,
252eec54-8f67-484d-bce6-d3f0976eba6f,Αἰγαῖον πέλαγος,char-offset:3395,PLACE,,,,,,UNVERIFIED,,,
59404b39-d351-4e99-a4ab-fd36a37fa3b1,"Ἑλλήσποντος λήγων εἰς Ἄβυδον
καὶ Σηστόν",char-offset:3411,EVENT,,,,,,,extent,relative,
46017611-6c9a-4fec-8e3d-08e7581128b1,Ἑλλήσποντος,char-offset:3411,PLACE,http://pleiades.stoa.org/places/981526,Hellespontus,40.346685,26.699162,province,VERIFIED,natural feature,,
bc2d25f5-2089-4a34-b393-523a0c6b0a27,Ἄβυδον,char-offset:3433,PLACE,http://pleiades.stoa.org/places/501325,"Abydos|Abydos, Maltepe",40.19406,26.41122,settlement,VERIFIED,settlement,,
d69c11de-e110-47ee-85d2-308c1d85d2c5,Σηστόν,char-offset:3444,PLACE,http://pleiades.stoa.org/places/501609,"Sestos|Sestos, Yalikabat",40.21343,26.38916,settlement,VERIFIED,settlement,,
ce804d47-4135-433d-b436-139d195adbc6,ἡ Προποντὶς λήγουσα εἰς Χαλκηδόνα καὶ Βυζάντιον,char-offset:3457,EVENT,,,,,,,extent,relative,
6784ab56-ad7d-4343-9986-c98842d3d9a9,Προποντὶς,char-offset:3459,PLACE,http://pleiades.stoa.org/places/511381,Propontis,40.6666672,28.2499999,water-open,VERIFIED,natural feature|water mass,,
76edfc9d-60c1-4b0d-abc6-4778227bfcab,Χαλκηδόνα,char-offset:3481,PLACE,http://pleiades.stoa.org/places/520988,"Chalcedon|Chalcedon, Kadıköy",40.983393,29.025789,"settlement,port",VERIFIED,settlement,,
40e971ef-2efe-4fc3-ba80-ed850781ab78,Βυζάντιον,char-offset:3495,PLACE,http://pleiades.stoa.org/places/520985,"Byzantium|Constantinopolis|Byzantium/Constantinopolis, Istanbul",41.012379,28.975926,"urban,settlement",VERIFIED,settlement,,
ebeaa0ff-5a0e-4d99-ac0b-715e0ea79146,ἔνθα τὰ στενὰ ἀφ’ ὧν ὁ Πόντος ἄρχεται,char-offset:3506,EVENT,,,,,,,extent,relative,
7a474011-1c23-41d1-9c12-cdc66909a513,τὰ στενὰ,char-offset:3511,PLACE,,,,,,UNVERIFIED,natural feature,,
7a51afa3-a627-411c-b296-fc0be33139c5,Πόντος,char-offset:3529,PLACE,http://pleiades.stoa.org/places/1224,Pontus Euxinus,43.0786852,34.7425505,water-open,VERIFIED,natural feature|water mass,,
5a22d433-75de-4daa-89b2-8ce7b8087126,εἶτα ἡ Μαιῶτις λίμνη,char-offset:3545,EVENT,,,,,,,position,relative,
692f92fb-1004-4d3e-a1f5-03a82ca6f1f2,Μαιῶτις,char-offset:3552,PLACE,http://pleiades.stoa.org/places/825318,Maeotis,45.814417000000006,35.862586,water-open,VERIFIED,natural feature|water mass|lake,,
3fe8be05-e074-44ff-97e8-1215da0bacfe,Μαιῶτις λίμνη,char-offset:3552,PLACE,,,,,,UNVERIFIED,,,
cb948be4-d58b-4d2d-91de-2ef3b78e67bc,ἀπ’ ἀρχῆς Εὐρώπης καὶ Λιβύης Ἰβηρικὸν,char-offset:3576,EVENT,,,,,,,extent,relative,
24a411b9-c422-4034-9b0c-321dceaee134,Εὐρώπης,char-offset:3586,PLACE,http://pleiades.stoa.org/places/536074,Europe,,,unlocated,VERIFIED,concept|continent,,
b5e8a348-8573-431d-a03e-268fbd4f0d42,Λιβύης,char-offset:3598,PLACE,http://pleiades.stoa.org/places/716588,Libya,31.5,26.5,region,VERIFIED,concept|continent,,
33f040fe-9961-4e3f-9939-98cd0c40c034,Ἰβηρικὸν,char-offset:3605,PLACE,http://pleiades.stoa.org/places/1033,Ibericum Mare,37.5,-2.5,water-open,VERIFIED,natural feature|water mass|sea,,
c70c5d09-8e7e-459e-8f0c-b9717507601b,Ἰβηρικὸν τὸ ἀπὸ Στηλῶν,char-offset:3605,PLACE,,,,,,UNVERIFIED,,,
9be0f258-02c2-41d8-9f87-c497ac5621a2,"Ἰβηρικὸν τὸ ἀπὸ Στηλῶν
εἰς Πυρήνην τὸ ὄρος",char-offset:3605,EVENT,,,,,,,extent,relative,
841b1104-5bb9-425a-8f98-46699cc3cd80,Στηλῶν,char-offset:3621,PLACE,http://pleiades.stoa.org/places/275614,Columnae Herculis,35.9358335,-5.384583,cape,VERIFIED,,,
75254185-8d9b-493c-86c8-a274ad1913b5,Πυρήνην τὸ ὄρος,char-offset:3632,PLACE,,,,,,UNVERIFIED,,,
bdde5a48-62eb-427e-96f1-a4809b2e6b04,Πυρήνην,char-offset:3632,PLACE,http://pleiades.stoa.org/places/246582,"Pyrenaei (mountains)|Pyrenaei Mons, Pyrenees Mts.",42.67,1.0,mountain,VERIFIED,natural feature|mountain,,
4b0fdd28-97cf-4097-b70f-061e9f34af64,Λιγυστικὸν,char-offset:3649,PLACE,http://pleiades.stoa.org/places/157878,Ligusticum Mare,43.5000002,8.9999997,water-open,VERIFIED,natural feature|water mass|sea,,
44934c18-b51b-44d9-9db7-dbdbb3b14cdc,"Λιγυστικὸν δὲ τὸ ἕως τῶν τῆς Τυρρηνίας
περάτων",char-offset:3649,PLACE,,,,,,UNVERIFIED,,,
773417d3-2eba-403a-a7c0-3ce867dfcd28,"Λιγυστικὸν δὲ τὸ ἕως τῶν τῆς Τυρρηνίας
περάτων",char-offset:3649,EVENT,,,,,,,extent,relative,
c9b709fb-289a-4dce-9784-cf3c2baa780b,"τῶν τῆς Τυρρηνίας
περάτων",char-offset:3670,PLACE,,,,,,UNVERIFIED,,,
d62fb8bd-7d78-4797-a6bb-741b6674b047,Τυρρηνίας,char-offset:3678,PLACE,http://pleiades.stoa.org/places/413122,Etruria/Tuscia,42.42106799642196,11.754185895075311,region,VERIFIED,region,,
35f2c2ca-73a7-4bd2-bb71-85a1cb4168bc,Σαρδῶον δὲ τὸ ὑπὲρ Σαρδὼ,char-offset:3697,PLACE,,,,,,UNVERIFIED,,,
80629330-5fbc-4c6b-9c1f-05a0d1b8200a,Σαρδῶον,char-offset:3697,PLACE,http://pleiades.stoa.org/places/472127,Sardoum Mare,40.5,8.5,water-open,VERIFIED,natural feature|water mass|sea,,
5586d34d-e38b-48e7-860d-9d8cc52b2ee4,Σαρδῶον δὲ τὸ ὑπὲρ Σαρδὼ νεῦον,char-offset:3697,EVENT,,,,,,,position,relative,
bc2c884b-d1b1-4d0b-be7d-a0bbf599afc6,Σαρδὼ,char-offset:3716,PLACE,http://pleiades.stoa.org/places/472014,Sardinia (island),40.07256202831716,8.897134151294493,island,VERIFIED,natural feature|island,,
36128ae2-791f-46da-b41c-f67279fc7b58,πρὸς Λιβύην κάτω,char-offset:3728,EVENT,,,,,,,direction,relative,
be0b0e42-642f-48fb-a116-e656fb8e9045,Λιβύην κάτω,char-offset:3733,PLACE,http://pleiades.stoa.org/places/991388,Libya Inferior,32.5,27.5,province,VERIFIED,region,,
4502bdbd-3897-4eaa-8d6c-17ade17a65b9,Τυρρηνικὸν δὲ τὸ μέχρι Σικελίας λῆγον,char-offset:3746,EVENT,,,,,,,extent,relative,
4fe0a605-3eb9-4210-b1b6-ebedb556df0e,Τυρρηνικὸν,char-offset:3746,PLACE,http://pleiades.stoa.org/places/1356,Tyrrhenum/Inferum Mare,41.664192791693274,12.054850937614777,water-open,VERIFIED,natural feature|water mass|sea,,
cb609726-8e62-4905-81e8-2b23d135d4ee,Σικελίας,char-offset:3769,PLACE,http://pleiades.stoa.org/places/462492,Sicilia (island),37.47230988464223,14.258442358012013,island,VERIFIED,natural feature|island,,
a6cfba46-f431-485f-a02a-40e3e3eff085,"ἀρχόμενον ἀπὸ τῶν Λιγυστικῆς
ἄκρων",char-offset:3784,EVENT,,,,,,,extent,relative,
516e336d-06e4-49d9-a284-ede66036ac12,"τῶν Λιγυστικῆς
ἄκρων",char-offset:3798,PLACE,,,,,,UNVERIFIED,natural feature|promontory,,
182918df-6442-4f0a-abe1-0ce5e8c9c0a6,Λιγυστικῆς,char-offset:3802,PLACE,http://pleiades.stoa.org/places/383698,Liguria,44.22656549434755,9.235707726672372,region,VERIFIED,region,,
37cd6ac0-16cf-42b8-be6c-5cdeb33b8ae8,Λιβυκόν,char-offset:3825,PLACE,http://pleiades.stoa.org/places/716590,Libycum Mare,31.5,25.5,water-open,VERIFIED,natural feature|water mass|sea,,
8c605338-84ae-45d8-ac09-1e2a1af3b1c2,Κρητικὸν,char-offset:3839,PLACE,http://pleiades.stoa.org/places/589749,Creticum Mare,35.75,24.75,water-open,VERIFIED,natural feature|water mass|sea,,
915f63f6-9f0d-41e0-b2ef-af254cb43361,Σικελικὸν,char-offset:3852,PLACE,http://pleiades.stoa.org/places/1282,Siculum/Ausonium Mare,37.5,17.5,water-open,VERIFIED,natural feature|water mass|sea,,
d8659353-d12f-49aa-aa02-6045e8bb890d,Ἰόνιον,char-offset:3866,PLACE,http://pleiades.stoa.org/places/1046,Ionium Mare,39.03244647555555,19.674861075555555,water-open,VERIFIED,natural feature|water mass|sea,,
f618d8a6-febe-4d0f-a911-3f888034bae0,Ἀδρίαν καὶ τὸν ἀνακεχυμένον ἐκ τοῦ Σικελικοῦ πελάγους,char-offset:3877,EVENT,,,,,,,extent,relative,
4058abc9-51c8-4b73-8569-dfed2530ccd3,Ἀδρίαν,char-offset:3877,PLACE,http://pleiades.stoa.org/places/1043,Internum Mare,36.79091450972222,16.501668473611108,water-open,VERIFIED,natural feature|water mass|sea,,
e2b11dd7-f5c5-49ec-b913-1adde33273cf,Σικελικοῦ πελάγους,char-offset:3912,PLACE,,,,,,NOT_IDENTIFIABLE,,,
18408345-6e2a-422b-8e0f-e915356f5aa5,Κορινθιακὸν κόλπον ἤτοι Ἀλκυονίδα θάλασσαν,char-offset:3943,PLACE,,,,,,UNVERIFIED,,,
5d861de6-3781-45db-8d20-9236472be7f9,Κορινθιακὸν κόλπον,char-offset:3943,PLACE,http://pleiades.stoa.org/places/570181,Corinthiacus Sinus,38.175407050000004,22.395744800000003,water-open,VERIFIED,natural feature|water mass|gulf,,
730ebf61-187d-4173-8b22-c33fd8587425,Ἀλκυονίδα,char-offset:3967,PLACE,http://pleiades.stoa.org/places/570181,Corinthiacus Sinus,38.175407050000004,22.395744800000003,water-open,VERIFIED,natural feature|water mass|gulf,,
3258dad0-c437-4739-a806-b8dbe78f2b0f,Ἀλκυονίδα θάλασσαν,char-offset:3967,PLACE,,,,,,UNVERIFIED,,,
d6c123e8-4ed4-46cd-bb0b-59707827c87b,"τὸ δὲ
Σουνίῳ καὶ Σκυλλαίῳ περιεχόμενον πέλαγος Σαρωνικόν",char-offset:3987,EVENT,,,,,,,extent,relative,
44b3c3b7-37e5-404f-807f-0d3e787057a9,Σουνίῳ,char-offset:3993,PLACE,http://pleiades.stoa.org/places/580108,Sounion Pr.,37.625,24.125,cape,VERIFIED,natural feature|promontory,,
19daee5e-f69e-4b0c-9991-c8e6e191bccd,Σκυλλαίῳ,char-offset:4004,PLACE,http://pleiades.stoa.org/places/452438,"Scyllaeum Pr.|Scyllaeum Pr., Rocca di Scilla",38.25615,15.7145,cape,VERIFIED,natural feature|promontory,,
6a0a1093-738e-45a5-ad2f-298d62136ad2,πέλαγος Σαρωνικόν,char-offset:4026,PLACE,,,,,,UNVERIFIED,,,
fb5bc1a7-2911-46be-9eb4-15c374645807,Σαρωνικόν,char-offset:4034,PLACE,http://pleiades.stoa.org/places/570654,Saronicus Sinus,37.77606943333334,23.46300815833333,water-open,VERIFIED,natural feature|water mass|sea,,
40f69546-5f38-430b-82e3-661beb4d9c27,Μυρτῶον,char-offset:4050,PLACE,http://pleiades.stoa.org/places/570495,Myrtoion Mare,37.0,24.0,water-open,VERIFIED,natural feature|water mass|sea,,
c91905ab-248e-4790-9c74-745b6b464509,Ἰκάριον,char-offset:4062,PLACE,http://pleiades.stoa.org/places/599668,Ikarion Mare,37.5,26.333333,water-open,VERIFIED,natural feature|water mass|sea,,
af494d57-41c5-426a-87f9-334109496536,Κυκλάδες,char-offset:4078,PLACE,http://pleiades.stoa.org/places/560353,Cyclades Islands,37.03698029599999,25.164844648000003,"island,archipelago",VERIFIED,natural feature|island,,
c66bd639-cd62-4969-92ec-296753c2aafe,Καρπάθιον,char-offset:4093,PLACE,http://pleiades.stoa.org/places/599691,Karpathion Mare,36.688179500000004,27.372838499999997,water-open,VERIFIED,natural feature|water mass|sea,,
5ac28923-46f3-4641-a551-2c9e4d22e6c2,Παμφύλιον,char-offset:4107,PLACE,http://pleiades.stoa.org/places/639035,Pamphylium Mare,36.5345001,30.66370135,water-open,VERIFIED,natural feature|water mass|sea,,
0245ee78-56a7-445e-a49c-a66ebc48df32,Αἰγύπτιον,char-offset:4121,PLACE,http://pleiades.stoa.org/places/727067,Aegyptium Mare,31.15802,32.68554,water-open,VERIFIED,natural feature|water mass|sea,,
a90a5219-3dd1-4266-8c4b-8d0ad3743de5,ὑπὲρ δὲ τὸ Ἰκάριον ἑξῆς ἀναχεῖται τὸ Αἰγαῖον,char-offset:4132,EVENT,,,,,,,position,relative,"in this case, hyper indicates positioning, because it expresses a ""temporal"" succession rather than location: ""beyond the Ikarian sea, following, the Aegean spreads"""
